,posx,posy,posz,velx,vely,velz,angx,angy,angz,gyrx,gyry,gryz,accx,accy,accz,tposx,tposy,tposz,tvelx,tvely,tvelz
10142,85.844,111.094,135.054,32.40456951797149,85.59487322373889,-8.10810810810802,0.03646290789601776,-0.01510554206192421,0.9911518755993518,-1.64,20.08,-0.61,-2.16,-0.94,-100.95,143.597433305518,146.50549484451116,155.52400944118256,84.12536623000413,16.56902122793172,34.64424302929187
10143,85.963,108.536,135.705,3.7151509475195836,-79.86013549374022,20.324061065842802,0.024834454386337468,0.007862024568704391,0.9912796439463588,-13.62,-52.81,0.74,-3.01,-1.41,-96.59,144.30403805167063,146.96451371582344,155.39346049434545,100.40950093341243,105.58804960352691,19.18764877356553
10144,87.02600000000002,106.405,135.681,27.601069768649612,-55.33196582971984,-0.6231662036195806,0.024834454386337468,0.007862024568704391,0.9912796439463588,-13.62,-52.81,0.74,-3.01,-1.41,-96.59,144.99064833280806,147.41231790631534,155.25628139196513,85.35865209957014,103.06355197029349,29.03550524968052
10145,87.573,104.198,135.653,15.86656997824502,-64.0174039158813,-0.8121827411173317,0.024834454386337468,0.007862024568704391,0.9912796439463588,-13.62,-52.81,0.74,-3.01,-1.41,-96.59,145.65716632636406,147.84887307917703,155.11247978015058,92.98491103573164,108.18519832723385,28.81435907761843
10146,87.52,102.97,135.994,-1.6444306546694778,-38.10114799875875,10.580204778157249,0.01848452661150627,0.04141473030910732,0.9914244110453704,-5.18,2.2,-2.0,-3.34,0.87,-95.92,146.3034972163505,148.2741458274323,154.96206361230062,102.78005397946691,95.9266001728979,22.408617353562544
10147,88.631,104.1,136.225,30.80207380298884,31.32884194183359,6.404391582799484,0.01848452661150627,0.04141473030910732,0.9914244110453704,-5.18,2.2,-2.0,-3.34,0.87,-95.92,147.13371135234541,148.82356972590011,154.75123373357266,84.25450211315055,59.26269050842839,23.350327648965802
10148,90.093,106.498,136.47,43.509314921730954,71.36479971430303,7.2912326647224734,0.01848452661150627,0.04141473030910732,0.9914244110453704,-5.18,2.2,-2.0,-3.34,0.87,-95.92,147.53523353538156,149.0907150867831,154.64142095592712,77.33957157770439,36.93973384021656,22.399828009650324
10149,92.191,113.939,135.315,55.01075043263934,195.10724212071918,-30.284755362106072,0.022863024145902203,0.02200682981799456,0.9914924549261628,4.3,5.27,-0.01,-3.63,-0.91,-103.62,148.31098189787372,149.60982752691618,154.41301294415115,68.27459701704403,-47.82511418074513,43.88276014567733
10150,93.195,116.469,134.92600000000002,26.005646644390673,65.53215738078589,-10.075892972777217,0.022863024145902203,0.02200682981799456,0.9914924549261628,4.3,5.27,-0.01,-3.63,-0.91,-103.62,148.8688136256227,149.98584652867297,154.23403308266683,80.71536330846241,20.311734076368367,33.46391401752315
10151,94.039,113.436,135.748,23.96842075369916,-86.13296225825653,23.34365149234665,0.022863024145902203,0.02200682981799456,0.9914924549261628,4.3,5.27,-0.01,-3.63,-0.91,-103.62,149.40600388120816,150.3504207420376,154.04848625455912,82.32404992727876,108.9192537654681,13.618560998041813
