posx,posy,posz,velx,vely,velz,angx,angy,angz,gyrx,gyry,gryz,accx,accy,accz,tposx,tposy,tposz,tvelx,tvely,tvelz,tangx,tangy,tangz,tgyrx,tgyry,tgryz,taccx,taccy,taccz
50.824,126.392,112.331,-26.514860117444908,3.9746647177988343,-5.461958612200782,0.010991664358182902,-0.008762794279605314,-0.06698076078089642,-6.12,-4.6,1.79,0.83,1.23,-102.47,10.093947065212888,106.36482172152257,139.92989911207806,-79.72733516027786,-51.89781366493567,62.3680069271404,0.0,0.0,-0.06698076078089642,0.0,0.0,0.0,0.0,0.0,-102.47
49.781,125.486,112.344,-49.65957244203205,-43.136694757891334,0.6189591963048621,0.010991664358182902,-0.008762794279605314,-0.06698076078089642,-6.12,-4.6,1.79,0.83,1.23,-102.47,11.308930459013885,105.67338298240668,140.2658790138916,-41.535505393317806,-35.61431044122147,59.571581394430865,0.0,0.0,-0.06698076078089642,0.0,0.0,0.0,0.0,0.0,-102.47
48.765,125.258,112.164,-14.929978986348448,-3.350428355204312,-2.6450750172663535,0.0075665029529077355,-0.011424545127050113,-0.06707216371250528,-1.97,7.83,-1.93,2.0,1.16,-97.0,13.738559902249959,104.2801978255228,140.92991842855892,-16.967380943048994,-58.59426961523327,69.04179133998508,0.0,0.0,-0.06707216371250528,0.0,0.0,0.0,0.0,0.0,-97.0
47.666,124.365,112.144,-32.31307518155902,-26.256211225779914,-0.5880450442502726,0.0075665029529077355,-0.011424545127050113,-0.06707216371250528,-1.97,7.83,-1.93,2.0,1.16,-97.0,14.953046544570952,103.5785015622692,141.25796449463667,-29.415089137825987,-37.871980886756496,62.28406140065399,0.0,0.0,-0.06707216371250528,0.0,0.0,0.0,0.0,0.0,-97.0
46.602,123.582,112.017,-29.142700629964395,-21.446179129005785,-3.4784990413587935,0.0075665029529077355,-0.011424545127050113,-0.06707216371250528,-1.97,7.83,-1.93,2.0,1.16,-97.0,16.1672082192828,102.87343648306666,141.58335259141924,-25.479766769528013,-39.41976068122744,64.73587253092049,0.0,0.0,-0.06707216371250528,0.0,0.0,0.0,0.0,0.0,-97.0
45.567,122.677,112.075,-32.19585031262626,-28.151927084953087,1.8042119015773457,0.009219528829108896,-0.0026260508030627725,-0.06786053281179082,11.47,-16.59,-1.12,0.01,-0.14,-101.33,17.380965265677816,102.16502797018106,141.9060761298078,-21.513272383346276,-37.2545928717293,62.439762290251316,0.0,0.0,-0.06786053281179082,0.0,0.0,0.0,0.0,0.0,-101.33
44.463,122.084,111.941,-31.5717227179135,-16.95836193090836,-3.8320750400366146,0.009219528829108896,-0.0026260508030627725,-0.06786053281179082,11.47,-16.59,-1.12,0.01,-0.14,-101.33,18.594238049587336,101.45330152624234,142.22612857466223,-15.943681664166029,-42.2170656676457,66.16963867915456,0.0,0.0,-0.06786053281179082,0.0,0.0,0.0,0.0,0.0,-101.33
43.41,121.652,111.787,-16.121624104354282,-6.613999632555609,-2.3577683875313302,0.020224372294464794,0.012964280887155616,-0.06857407891251693,8.54,-6.47,-1.92,-0.45,0.31,-102.14,21.01901245738489,100.01999745202797,142.85819431378556,8.280280533437761,-57.4182861072408,72.69052694186965,0.0,0.0,-0.06857407891251693,0.0,0.0,0.0,0.0,0.0,-102.14
42.402,120.714,111.698,-38.45566915916358,-35.785136578666354,-3.3953914237758602,0.020224372294464794,0.012964280887155616,-0.06857407891251693,8.54,-6.47,-1.92,-0.45,0.31,-102.14,22.230354992693837,99.29847142054503,143.17019480874492,-6.246286184685928,-38.72732648797577,67.70050924953071,0.0,0.0,-0.06857407891251693,0.0,0.0,0.0,0.0,0.0,-102.14
41.602,120.322,111.433,-22.633395575171285,-11.090363831833754,-7.497312284275062,0.020224372294464794,0.012964280887155616,-0.06857407891251693,8.54,-6.47,-1.92,-0.45,0.31,-102.14,23.44089509879689,98.57373065373517,143.47949861180956,-5.437664014812221,-47.61771942082702,71.42569432511607,0.0,0.0,-0.06857407891251693,0.0,0.0,0.0,0.0,0.0,-102.14
40.484,119.755,111.285,-33.80912059997566,-17.146486028789383,-4.475625982823586,0.020224372294464794,0.012964280887155616,-0.06857407891251693,8.54,-6.47,-1.92,-0.45,0.31,-102.14,24.650553352596177,97.84580124218778,143.7860994595886,3.8813183780777223,-45.355970738522736,70.52116765747938,0.0,0.0,-0.06857407891251693,0.0,0.0,0.0,0.0,0.0,-102.14
39.864,119.15,111.176,-17.78950992769438,-17.359118558475547,-3.1275106163202873,0.027597694021810067,0.01079828941282675,-0.06946841503992265,3.97,9.73,-2.54,-1.66,2.97,-100.92,25.859250388845478,97.11470939128296,144.08999114342575,-0.018853694123269094,-45.08054735665784,70.70479789867164,0.0,0.0,-0.06946841503992265,0.0,0.0,0.0,0.0,0.0,-100.92
39.054,118.295,111.166,-12.164353937646352,-12.84015137862684,-0.1501772091068228,0.027597694021810067,0.01079828941282675,-0.06946841503992265,3.97,9.73,-2.54,-1.66,2.97,-100.92,28.27344366824427,95.64314376121105,144.6896224590728,27.23300878074056,-53.6461226791049,74.85076975448867,0.0,0.0,-0.06946841503992265,0.0,0.0,0.0,0.0,0.0,-100.92
38.227,117.712,111.105,-31.523976519021318,-22.22306929938242,-2.325226804909386,0.03369553781235292,0.0018377907375308263,-0.06960448758651845,11.64,2.12,-0.69,-0.49,2.37,-104.34,29.478781517038723,94.90272295824855,144.9853499483691,13.338559505312784,-47.06749504627044,71.75639823824778,0.0,0.0,-0.06960448758651845,0.0,0.0,0.0,0.0,0.0,-104.34
